show_id,type,date_added,release_year,rating,duration,date_added_year_month,date_added_year,date_added_month,date_added_month_name,dat_added_period
s1881,TV Show,2020-10-07,2020,TV-MA,1,2020-10,2020,10,October,2016-2022
s1886,TV Show,2020-10-05,2020,TV-14,1,2020-10,2020,10,October,2016-2022
s1890,TV Show,2020-10-03,2016,TV-Y,1,2020-10,2020,10,October,2016-2022
s1891,TV Show,2020-10-03,2017,TV-Y,1,2020-10,2020,10,October,2016-2022
s1894,TV Show,2020-10-02,2005,TV-PG,1,2020-10,2020,10,October,2016-2022
s1895,TV Show,2020-10-02,2020,TV-MA,1,2020-10,2020,10,October,2016-2022
s1896,TV Show,2020-10-02,2009,TV-PG,3,2020-10,2020,10,October,2016-2022
s1907,TV Show,2020-10-01,2019,TV-14,1,2020-10,2020,10,October,2016-2022
s1908,TV Show,2020-10-01,2018,TV-MA,1,2020-10,2020,10,October,2016-2022
s1909,TV Show,2020-10-01,2016,TV-MA,2,2020-10,2020,10,October,2016-2022
s1911,TV Show,2020-10-01,2020,TV-MA,1,2020-10,2020,10,October,2016-2022
s1915,TV Show,2020-10-01,2018,TV-MA,1,2020-10,2020,10,October,2016-2022
s1916,TV Show,2020-10-01,2020,TV-MA,1,2020-10,2020,10,October,2016-2022
s1918,TV Show,2020-10-01,2019,TV-MA,1,2020-10,2020,10,October,2016-2022
s1919,TV Show,2020-10-01,2018,TV-MA,3,2020-10,2020,10,October,2016-2022
s1923,TV Show,2020-10-01,2003,TV-PG,5,2020-10,2020,10,October,2016-2022
s1924,TV Show,2020-10-01,2019,TV-14,1,2020-10,2020,10,October,2016-2022
s1926,TV Show,2020-10-01,2020,TV-MA,1,2020-10,2020,10,October,2016-2022
s1929,TV Show,2020-09-30,2010,TV-MA,3,2020-09,2020,9,September,2016-2022
s1930,TV Show,2020-09-30,2020,TV-PG,4,2020-09,2020,9,September,2016-2022
s1934,TV Show,2020-09-30,2020,TV-MA,8,2020-09,2020,9,September,2016-2022
s1948,TV Show,2020-09-28,2020,TV-PG,1,2020-09,2020,9,September,2016-2022
s1949,TV Show,2020-09-27,2019,TV-MA,4,2020-09,2020,9,September,2016-2022
s1950,TV Show,2020-09-26,2020,TV-14,4,2020-09,2020,9,September,2016-2022
s1952,TV Show,2020-09-25,2020,TV-14,1,2020-09,2020,9,September,2016-2022
s1953,TV Show,2020-09-25,2020,TV-Y,3,2020-09,2020,9,September,2016-2022
s1955,TV Show,2020-09-25,2020,TV-MA,1,2020-09,2020,9,September,2016-2022
s1956,TV Show,2020-09-25,2020,TV-MA,1,2020-09,2020,9,September,2016-2022
s1959,TV Show,2020-09-24,2020,TV-MA,4,2020-09,2020,9,September,2016-2022
s1962,TV Show,2020-09-22,2020,TV-MA,1,2020-09,2020,9,September,2016-2022
s1974,TV Show,2020-09-19,2020,TV-Y,1,2020-09,2020,9,September,2016-2022
s1979,TV Show,2020-09-18,2020,TV-MA,1,2020-09,2020,9,September,2016-2022
s1980,TV Show,2020-09-18,2020,TV-G,1,2020-09,2020,9,September,2016-2022
s1981,TV Show,2020-09-18,2019,TV-14,7,2020-09,2020,9,September,2016-2022
s1984,TV Show,2020-09-17,2020,TV-MA,1,2020-09,2020,9,September,2016-2022
s1989,TV Show,2020-09-17,2020,TV-MA,1,2020-09,2020,9,September,2016-2022
s1990,TV Show,2020-09-16,2020,TV-MA,3,2020-09,2020,9,September,2016-2022
s1991,TV Show,2020-09-16,2020,TV-14,1,2020-09,2020,9,September,2016-2022
s1992,TV Show,2020-09-16,2020,TV-MA,2,2020-09,2020,9,September,2016-2022
s1994,TV Show,2020-09-16,2020,TV-MA,2,2020-09,2020,9,September,2016-2022
s1995,TV Show,2020-09-16,2020,TV-PG,1,2020-09,2020,9,September,2016-2022
s1999,TV Show,2020-09-15,2020,TV-MA,9,2020-09,2020,9,September,2016-2022
s2003,TV Show,2020-09-15,2020,TV-MA,2,2020-09,2020,9,September,2016-2022
s2007,TV Show,2020-09-11,2020,TV-Y,2,2020-09,2020,9,September,2016-2022
s2009,TV Show,2020-09-11,2020,TV-MA,2,2020-09,2020,9,September,2016-2022
s2010,TV Show,2020-09-11,2007,TV-14,8,2020-09,2020,9,September,2016-2022
s2013,TV Show,2020-09-11,2020,TV-MA,1,2020-09,2020,9,September,2016-2022
s2014,TV Show,2020-09-11,2020,TV-MA,1,2020-09,2020,9,September,2016-2022
s2022,TV Show,2020-09-10,2020,TV-14,5,2020-09,2020,9,September,2016-2022
s2023,TV Show,2020-09-10,2020,TV-G,1,2020-09,2020,9,September,2016-2022
s2033,TV Show,2020-09-09,2020,TV-PG,1,2020-09,2020,9,September,2016-2022
s2034,TV Show,2020-09-09,2020,TV-MA,1,2020-09,2020,9,September,2016-2022
s2038,TV Show,2020-09-08,2020,TV-14,1,2020-09,2020,9,September,2016-2022
s2041,TV Show,2020-09-07,2020,TV-Y7,2,2020-09,2020,9,September,2016-2022
s2043,TV Show,2020-09-05,2017,TV-MA,1,2020-09,2020,9,September,2016-2022
s2045,TV Show,2020-09-04,2020,TV-14,1,2020-09,2020,9,September,2016-2022
s2048,TV Show,2020-09-04,2020,TV-Y7,2,2020-09,2020,9,September,2016-2022
s2054,TV Show,2020-09-03,2020,TV-MA,1,2020-09,2020,9,September,2016-2022
s2055,TV Show,2020-09-02,2020,TV-14,1,2020-09,2020,9,September,2016-2022
s2059,TV Show,2020-09-02,2020,TV-MA,1,2020-09,2020,9,September,2016-2022
s2063,TV Show,2020-09-01,2017,TV-MA,2,2020-09,2020,9,September,2016-2022
s2064,TV Show,2020-09-01,2020,TV-Y,1,2020-09,2020,9,September,2016-2022
s2065,TV Show,2020-09-01,2012,TV-MA,3,2020-09,2020,9,September,2016-2022
s2067,TV Show,2020-09-01,2016,TV-14,1,2020-09,2020,9,September,2016-2022
s2069,TV Show,2020-09-01,2020,TV-MA,1,2020-09,2020,9,September,2016-2022
s2070,TV Show,2020-09-01,2002,TV-MA,4,2020-09,2020,9,September,2016-2022
s2071,TV Show,2020-09-01,2020,TV-Y7,1,2020-09,2020,9,September,2016-2022
s2074,TV Show,2020-09-01,1998,TV-PG,6,2020-09,2020,9,September,2016-2022
s2079,TV Show,2020-09-01,2019,TV-14,1,2020-09,2020,9,September,2016-2022
s2081,TV Show,2020-09-01,2020,TV-Y,2,2020-09,2020,9,September,2016-2022
s2086,TV Show,2020-08-28,2020,TV-MA,1,2020-08,2020,8,August,2016-2022
s2087,TV Show,2020-08-28,2020,TV-MA,1,2020-08,2020,8,August,2016-2022
s2090,TV Show,2020-08-27,2020,TV-14,3,2020-08,2020,8,August,2016-2022
s2094,TV Show,2020-08-26,2020,TV-MA,1,2020-08,2020,8,August,2016-2022
s2097,TV Show,2020-08-26,2020,TV-MA,1,2020-08,2020,8,August,2016-2022
s2099,TV Show,2020-08-25,2020,TV-Y,1,2020-08,2020,8,August,2016-2022
s2100,TV Show,2020-08-25,2020,TV-MA,2,2020-08,2020,8,August,2016-2022
s2102,TV Show,2020-08-22,2019,TV-MA,1,2020-08,2020,8,August,2016-2022
s2103,TV Show,2020-08-22,2013,TV-G,1,2020-08,2020,8,August,2016-2022
s2106,TV Show,2020-08-21,2020,TV-MA,1,2020-08,2020,8,August,2016-2022
s2107,TV Show,2020-08-21,2020,TV-14,3,2020-08,2020,8,August,2016-2022
s2109,TV Show,2020-08-20,2020,TV-MA,1,2020-08,2020,8,August,2016-2022
s2113,TV Show,2020-08-19,2020,TV-14,1,2020-08,2020,8,August,2016-2022
s2114,TV Show,2020-08-19,2020,TV-14,1,2020-08,2020,8,August,2016-2022
s2119,TV Show,2020-08-17,2020,TV-Y7,2,2020-08,2020,8,August,2016-2022
s2123,TV Show,2020-08-16,2020,TV-MA,2,2020-08,2020,8,August,2016-2022
s2124,TV Show,2020-08-15,2016,TV-PG,1,2020-08,2020,8,August,2016-2022
s2125,TV Show,2020-08-15,2020,TV-MA,5,2020-08,2020,8,August,2016-2022
s2126,TV Show,2020-08-15,2014,TV-14,2,2020-08,2020,8,August,2016-2022
s2128,TV Show,2020-08-14,2020,TV-MA,4,2020-08,2020,8,August,2016-2022
s2134,TV Show,2020-08-14,2020,TV-MA,1,2020-08,2020,8,August,2016-2022
s2135,TV Show,2020-08-14,2020,TV-MA,1,2020-08,2020,8,August,2016-2022
s2136,TV Show,2020-08-14,2014,TV-Y7,4,2020-08,2020,8,August,2016-2022
s2137,TV Show,2020-08-14,2018,TV-Y7,1,2020-08,2020,8,August,2016-2022
s2141,TV Show,2020-08-12,2020,TV-MA,1,2020-08,2020,8,August,2016-2022
s2145,TV Show,2020-08-10,2020,TV-G,1,2020-08,2020,8,August,2016-2022
s2146,TV Show,2020-08-10,2019,TV-MA,2,2020-08,2020,8,August,2016-2022
s2149,TV Show,2020-08-08,2016,TV-14,1,2020-08,2020,8,August,2016-2022
s2152,TV Show,2020-08-07,2020,TV-MA,3,2020-08,2020,8,August,2016-2022
s2153,TV Show,2020-08-07,2020,TV-MA,3,2020-08,2020,8,August,2016-2022
s2154,TV Show,2020-08-07,2020,TV-PG,1,2020-08,2020,8,August,2016-2022
s2157,TV Show,2020-08-07,2020,TV-PG,1,2020-08,2020,8,August,2016-2022
s2158,TV Show,2020-08-07,2020,TV-Y7,1,2020-08,2020,8,August,2016-2022
s2159,TV Show,2020-08-07,2020,TV-Y,1,2020-08,2020,8,August,2016-2022
s2161,TV Show,2020-08-06,2016,TV-Y7,5,2020-08,2020,8,August,2016-2022
s2163,TV Show,2020-08-06,2020,TV-MA,3,2020-08,2020,8,August,2016-2022
s2166,TV Show,2020-08-05,2020,TV-14,1,2020-08,2020,8,August,2016-2022
s2169,TV Show,2020-08-04,2020,TV-PG,1,2020-08,2020,8,August,2016-2022
s2171,TV Show,2020-08-03,2020,TV-MA,1,2020-08,2020,8,August,2016-2022
s2174,TV Show,2020-08-01,2000,TV-PG,6,2020-08,2020,8,August,2016-2022
s2175,TV Show,2020-08-01,2020,TV-G,1,2020-08,2020,8,August,2016-2022
s2176,TV Show,2020-08-01,2014,TV-14,1,2020-08,2020,8,August,2016-2022
s2179,TV Show,2020-08-01,2018,TV-G,1,2020-08,2020,8,August,2016-2022
s2181,TV Show,2020-08-01,2008,TV-14,1,2020-08,2020,8,August,2016-2022
s2182,TV Show,2020-08-01,2020,TV-Y,2,2020-08,2020,8,August,2016-2022
s2185,TV Show,2020-07-31,2020,TV-PG,1,2020-07,2020,7,July,2016-2022
s2190,TV Show,2020-07-31,2020,TV-PG,3,2020-07,2020,7,July,2016-2022
s2191,TV Show,2020-07-31,2020,TV-14,2,2020-07,2020,7,July,2016-2022
s2193,TV Show,2020-07-30,2020,TV-Y7,1,2020-07,2020,7,July,2016-2022
s2195,TV Show,2020-07-30,2020,TV-MA,1,2020-07,2020,7,July,2016-2022
s2202,TV Show,2020-07-28,2020,TV-MA,5,2020-07,2020,7,July,2016-2022
s2204,TV Show,2020-07-26,2019,TV-MA,10,2020-07,2020,7,July,2016-2022
s2213,TV Show,2020-07-24,2020,TV-G,1,2020-07,2020,7,July,2016-2022
s2215,TV Show,2020-07-23,2015,TV-14,1,2020-07,2020,7,July,2016-2022
s2218,TV Show,2020-07-22,2020,TV-MA,1,2020-07,2020,7,July,2016-2022
s2219,TV Show,2020-07-22,2020,TV-MA,3,2020-07,2020,7,July,2016-2022
s2223,TV Show,2020-07-21,2020,TV-PG,1,2020-07,2020,7,July,2016-2022
s2224,TV Show,2020-07-19,2017,TV-MA,1,2020-07,2020,7,July,2016-2022
s2226,TV Show,2020-07-18,2019,TV-Y,1,2020-07,2020,7,July,2016-2022
s2227,TV Show,2020-07-18,2018,TV-MA,1,2020-07,2020,7,July,2016-2022
s2228,TV Show,2020-07-17,2020,TV-MA,1,2020-07,2020,7,July,2016-2022
s2230,TV Show,2020-07-17,2020,TV-14,2,2020-07,2020,7,July,2016-2022
s2231,TV Show,2020-07-17,2020,TV-MA,1,2020-07,2020,7,July,2016-2022
s2236,TV Show,2020-07-15,2020,TV-MA,1,2020-07,2020,7,July,2016-2022
s2238,TV Show,2020-07-15,2020,TV-MA,1,2020-07,2020,7,July,2016-2022
s2239,TV Show,2020-07-15,2016,TV-Y,2,2020-07,2020,7,July,2016-2022
s2242,TV Show,2020-07-14,2020,TV-MA,1,2020-07,2020,7,July,2016-2022
s2246,TV Show,2020-07-10,2020,TV-14,1,2020-07,2020,7,July,2016-2022
s2247,TV Show,2020-07-10,2020,TV-PG,1,2020-07,2020,7,July,2016-2022
s2250,TV Show,2020-07-10,2020,TV-Y7,1,2020-07,2020,7,July,2016-2022
s2252,TV Show,2020-07-10,2019,TV-MA,1,2020-07,2020,7,July,2016-2022
s2254,TV Show,2020-07-09,2020,TV-MA,1,2020-07,2020,7,July,2016-2022
s2255,TV Show,2020-07-09,2020,TV-MA,4,2020-07,2020,7,July,2016-2022
s2256,TV Show,2020-07-09,2020,TV-14,1,2020-07,2020,7,July,2016-2022
s2259,TV Show,2020-07-08,2020,TV-MA,1,2020-07,2020,7,July,2016-2022
s2276,TV Show,2020-07-05,2020,TV-MA,1,2020-07,2020,7,July,2016-2022
s2293,TV Show,2020-07-04,2020,TV-Y7,2,2020-07,2020,7,July,2016-2022
s2294,TV Show,2020-07-03,2019,TV-MA,6,2020-07,2020,7,July,2016-2022
s2298,TV Show,2020-07-03,2020,TV-MA,1,2020-07,2020,7,July,2016-2022
s2299,TV Show,2020-07-03,2020,TV-PG,1,2020-07,2020,7,July,2016-2022
s2300,TV Show,2020-07-03,2020,TV-G,1,2020-07,2020,7,July,2016-2022
s2302,TV Show,2020-07-02,1993,TV-G,1,2020-07,2020,7,July,2016-2022
s2304,TV Show,2020-07-02,2020,TV-MA,1,2020-07,2020,7,July,2016-2022
s2306,TV Show,2020-07-01,2019,TV-MA,1,2020-07,2020,7,July,2016-2022
s2307,TV Show,2020-07-01,2016,TV-MA,1,2020-07,2020,7,July,2016-2022
s2308,TV Show,2020-07-01,2019,TV-Y,1,2020-07,2020,7,July,2016-2022
s2314,TV Show,2020-07-01,2020,TV-14,1,2020-07,2020,7,July,2016-2022
s2319,TV Show,2020-07-01,2004,TV-Y,1,2020-07,2020,7,July,2016-2022
s2321,TV Show,2020-06-30,2020,TV-14,1,2020-06,2020,6,June,2016-2022
s2323,TV Show,2020-06-30,2020,TV-MA,1,2020-06,2020,6,June,2016-2022
s2328,TV Show,2020-06-27,2020,TV-MA,3,2020-06,2020,6,June,2016-2022
s2330,TV Show,2020-06-26,2020,TV-MA,1,2020-06,2020,6,June,2016-2022
s2332,TV Show,2020-06-26,2020,TV-MA,1,2020-06,2020,6,June,2016-2022
s2338,TV Show,2020-06-26,2020,TV-G,1,2020-06,2020,6,June,2016-2022
s2344,TV Show,2020-06-24,2020,TV-PG,1,2020-06,2020,6,June,2016-2022
s2347,TV Show,2020-06-23,2020,TV-14,2,2020-06,2020,6,June,2016-2022
s2350,TV Show,2020-06-21,2020,TV-MA,1,2020-06,2020,6,June,2016-2022
s2353,TV Show,2020-06-19,2020,TV-14,2,2020-06,2020,6,June,2016-2022
s2358,TV Show,2020-06-19,2020,TV-PG,1,2020-06,2020,6,June,2016-2022
s2360,TV Show,2020-06-19,2020,TV-MA,2,2020-06,2020,6,June,2016-2022
s2363,TV Show,2020-06-19,2020,TV-MA,2,2020-06,2020,6,June,2016-2022
s2379,TV Show,2020-06-18,2020,TV-MA,2,2020-06,2020,6,June,2016-2022
s2384,TV Show,2020-06-15,2015,TV-PG,2,2020-06,2020,6,June,2016-2022
s2389,TV Show,2020-06-13,2020,TV-G,4,2020-06,2020,6,June,2016-2022
s2391,TV Show,2020-06-13,2020,TV-14,6,2020-06,2020,6,June,2016-2022
s2395,TV Show,2020-06-12,2020,TV-MA,2,2020-06,2020,6,June,2016-2022
s2396,TV Show,2020-06-12,2020,TV-MA,4,2020-06,2020,6,June,2016-2022
s2397,TV Show,2020-06-12,2020,TV-MA,1,2020-06,2020,6,June,2016-2022
s2400,TV Show,2020-06-12,2002,TV-14,4,2020-06,2020,6,June,2016-2022
s2401,TV Show,2020-06-12,2020,TV-MA,1,2020-06,2020,6,June,2016-2022
s2402,TV Show,2020-06-12,2020,TV-MA,1,2020-06,2020,6,June,2016-2022
s2405,TV Show,2020-06-10,2020,TV-MA,1,2020-06,2020,6,June,2016-2022
s2406,TV Show,2020-06-10,2020,TV-14,5,2020-06,2020,6,June,2016-2022
s2407,TV Show,2020-06-10,2020,TV-MA,1,2020-06,2020,6,June,2016-2022
s2409,TV Show,2020-06-10,2018,TV-MA,1,2020-06,2020,6,June,2016-2022
s2410,TV Show,2020-06-10,2020,TV-MA,1,2020-06,2020,6,June,2016-2022
s2416,TV Show,2020-06-06,2018,TV-MA,4,2020-06,2020,6,June,2016-2022
s2418,TV Show,2020-06-05,2020,TV-MA,4,2020-06,2020,6,June,2016-2022
s2423,TV Show,2020-06-05,2020,TV-14,5,2020-06,2020,6,June,2016-2022
s2424,TV Show,2020-06-05,2019,TV-14,15,2020-06,2020,6,June,2016-2022
s2427,TV Show,2020-06-04,2020,TV-MA,3,2020-06,2020,6,June,2016-2022
s2433,TV Show,2020-06-02,2019,TV-14,1,2020-06,2020,6,June,2016-2022
s2445,TV Show,2020-06-01,1999,TV-Y7,2,2020-06,2020,6,June,2016-2022
s2448,TV Show,2020-06-01,2016,TV-MA,1,2020-06,2020,6,June,2016-2022
s2450,TV Show,2020-06-01,2018,TV-MA,1,2020-06,2020,6,June,2016-2022
s2451,TV Show,2020-06-01,2014,TV-MA,3,2020-06,2020,6,June,2016-2022
s2453,TV Show,2020-06-01,2017,TV-MA,1,2020-06,2020,6,June,2016-2022
s2454,TV Show,2020-06-01,2017,TV-MA,1,2020-06,2020,6,June,2016-2022
s2460,TV Show,2020-05-29,2020,TV-MA,1,2020-05,2020,5,May,2016-2022
s2462,TV Show,2020-05-28,2018,TV-MA,2,2020-05,2020,5,May,2016-2022
s2463,TV Show,2020-05-28,2020,TV-MA,1,2020-05,2020,5,May,2016-2022
s2467,TV Show,2020-05-28,2016,TV-G,4,2020-05,2020,5,May,2016-2022
s2471,TV Show,2020-05-25,2019,TV-14,5,2020-05,2020,5,May,2016-2022
s2473,TV Show,2020-05-24,2020,TV-MA,1,2020-05,2020,5,May,2016-2022
s2474,TV Show,2020-05-23,2019,TV-14,3,2020-05,2020,5,May,2016-2022
s2477,TV Show,2020-05-22,2020,TV-14,1,2020-05,2020,5,May,2016-2022
s2481,TV Show,2020-05-22,2020,TV-MA,2,2020-05,2020,5,May,2016-2022
s2487,TV Show,2020-05-21,2020,TV-MA,1,2020-05,2020,5,May,2016-2022
s2496,TV Show,2020-05-20,2020,TV-14,1,2020-05,2020,5,May,2016-2022
s2500,TV Show,2020-05-20,2020,TV-14,1,2020-05,2020,5,May,2016-2022
s2508,TV Show,2020-05-19,2020,TV-MA,1,2020-05,2020,5,May,2016-2022
s2509,TV Show,2020-05-19,2020,TV-14,1,2020-05,2020,5,May,2016-2022
s2515,TV Show,2020-05-18,2020,TV-PG,1,2020-05,2020,5,May,2016-2022
s2516,TV Show,2020-05-17,2020,TV-MA,6,2020-05,2020,5,May,2016-2022
s2518,TV Show,2020-05-16,2009,TV-14,1,2020-05,2020,5,May,2016-2022
s2519,TV Show,2020-05-16,2009,TV-14,1,2020-05,2020,5,May,2016-2022
s2520,TV Show,2020-05-15,2007,TV-Y7,3,2020-05,2020,5,May,2016-2022
s2523,TV Show,2020-05-15,2020,TV-MA,1,2020-05,2020,5,May,2016-2022
s2524,TV Show,2020-05-15,2019,TV-PG,6,2020-05,2020,5,May,2016-2022
s2525,TV Show,2020-05-15,2020,TV-14,3,2020-05,2020,5,May,2016-2022
s2526,TV Show,2020-05-15,2014,TV-MA,1,2020-05,2020,5,May,2016-2022
s2527,TV Show,2020-05-15,2020,TV-Y7,5,2020-05,2020,5,May,2016-2022
s2528,TV Show,2020-05-15,2020,TV-MA,1,2020-05,2020,5,May,2016-2022
s2529,TV Show,2020-05-15,2019,TV-MA,1,2020-05,2020,5,May,2016-2022
s2530,TV Show,2020-05-15,2015,TV-Y,2,2020-05,2020,5,May,2016-2022
s2531,TV Show,2020-05-15,2020,TV-MA,1,2020-05,2020,5,May,2016-2022
s2543,TV Show,2020-05-12,2020,TV-Y,1,2020-05,2020,5,May,2016-2022
s2547,TV Show,2020-05-11,2019,TV-MA,3,2020-05,2020,5,May,2016-2022
s2549,TV Show,2020-05-11,2020,TV-MA,1,2020-05,2020,5,May,2016-2022
s2552,TV Show,2020-05-08,2020,TV-MA,2,2020-05,2020,5,May,2016-2022
s2553,TV Show,2020-05-08,2020,TV-14,2,2020-05,2020,5,May,2016-2022
s2554,TV Show,2020-05-08,2020,TV-MA,1,2020-05,2020,5,May,2016-2022
s2555,TV Show,2020-05-08,2020,TV-Y7,2,2020-05,2020,5,May,2016-2022
s2558,TV Show,2020-05-07,2020,TV-MA,2,2020-05,2020,5,May,2016-2022
s2566,TV Show,2020-05-02,2020,TV-MA,1,2020-05,2020,5,May,2016-2022
s2569,TV Show,2020-05-02,2015,TV-PG,1,2020-05,2020,5,May,2016-2022
s2570,TV Show,2020-05-02,2020,TV-PG,1,2020-05,2020,5,May,2016-2022
s2575,TV Show,2020-05-02,2015,TV-PG,1,2020-05,2020,5,May,2016-2022
s2576,TV Show,2020-05-02,2009,TV-14,1,2020-05,2020,5,May,2016-2022
s2581,TV Show,2020-05-01,2020,TV-MA,1,2020-05,2020,5,May,2016-2022
s2584,TV Show,2020-05-01,2019,TV-Y,4,2020-05,2020,5,May,2016-2022
s2586,TV Show,2020-05-01,2019,TV-MA,3,2020-05,2020,5,May,2016-2022
s2587,TV Show,2020-05-01,2014,TV-PG,1,2020-05,2020,5,May,2016-2022
s2589,TV Show,2020-05-01,2020,TV-G,1,2020-05,2020,5,May,2016-2022
s2591,TV Show,2020-05-01,2019,TV-MA,1,2020-05,2020,5,May,2016-2022
s2599,TV Show,2020-04-30,2020,TV-14,1,2020-04,2020,4,April,2016-2022
s2600,TV Show,2020-04-30,2019,TV-MA,7,2020-04,2020,4,April,2016-2022
s2601,TV Show,2020-04-30,2019,TV-PG,5,2020-04,2020,4,April,2016-2022
s2603,TV Show,2020-04-30,2020,TV-MA,1,2020-04,2020,4,April,2016-2022
s2604,TV Show,2020-04-30,2020,TV-MA,1,2020-04,2020,4,April,2016-2022
s2607,TV Show,2020-04-29,2020,TV-MA,1,2020-04,2020,4,April,2016-2022
s2610,TV Show,2020-04-29,2020,TV-G,1,2020-04,2020,4,April,2016-2022
s2612,TV Show,2020-04-29,2017,TV-MA,2,2020-04,2020,4,April,2016-2022
s2628,TV Show,2020-04-26,2020,TV-PG,1,2020-04,2020,4,April,2016-2022
s2629,TV Show,2020-04-26,2020,TV-MA,4,2020-04,2020,4,April,2016-2022
s2632,TV Show,2020-04-25,2017,TV-14,1,2020-04,2020,4,April,2016-2022
s2640,TV Show,2020-04-25,2019,TV-14,1,2020-04,2020,4,April,2016-2022
s2641,TV Show,2020-04-24,2020,TV-MA,2,2020-04,2020,4,April,2016-2022
s2642,TV Show,2020-04-24,2011,TV-PG,1,2020-04,2020,4,April,2016-2022
s2644,TV Show,2020-04-24,2020,TV-MA,1,2020-04,2020,4,April,2016-2022
s2646,TV Show,2020-04-23,2020,TV-14,1,2020-04,2020,4,April,2016-2022
s2649,TV Show,2020-04-23,2020,TV-MA,3,2020-04,2020,4,April,2016-2022
s2652,TV Show,2020-04-22,2020,TV-PG,1,2020-04,2020,4,April,2016-2022
s2658,TV Show,2020-04-22,2020,TV-14,1,2020-04,2020,4,April,2016-2022
s2659,TV Show,2020-04-21,2006,TV-14,5,2020-04,2020,4,April,2016-2022
s2660,TV Show,2020-04-21,2020,TV-MA,1,2020-04,2020,4,April,2016-2022
s2661,TV Show,2020-04-21,2018,TV-MA,1,2020-04,2020,4,April,2016-2022
s2662,TV Show,2020-04-20,2020,TV-MA,1,2020-04,2020,4,April,2016-2022
s2663,TV Show,2020-04-20,2020,TV-MA,1,2020-04,2020,4,April,2016-2022
s2665,TV Show,2020-04-18,2019,TV-Y,1,2020-04,2020,4,April,2016-2022
s2666,TV Show,2020-04-18,2020,TV-14,1,2020-04,2020,4,April,2016-2022
s2667,TV Show,2020-04-17,2020,TV-MA,1,2020-04,2020,4,April,2016-2022
s2670,TV Show,2020-04-17,2020,TV-MA,2,2020-04,2020,4,April,2016-2022
s2671,TV Show,2020-04-17,2020,TV-MA,1,2020-04,2020,4,April,2016-2022
s2676,TV Show,2020-04-16,2020,TV-MA,2,2020-04,2020,4,April,2016-2022
s2677,TV Show,2020-04-16,2020,TV-MA,3,2020-04,2020,4,April,2016-2022
s2685,TV Show,2020-04-15,2020,TV-MA,1,2020-04,2020,4,April,2016-2022
s2692,TV Show,2020-04-10,2020,TV-MA,1,2020-04,2020,4,April,2016-2022
s2697,TV Show,2020-04-10,2019,TV-MA,1,2020-04,2020,4,April,2016-2022
s2699,TV Show,2020-04-09,2019,TV-14,2,2020-04,2020,4,April,2016-2022
s2700,TV Show,2020-04-09,2020,TV-MA,1,2020-04,2020,4,April,2016-2022
s2709,TV Show,2020-04-04,2013,TV-MA,2,2020-04,2020,4,April,2016-2022
s2711,TV Show,2020-04-03,2019,TV-14,2,2020-04,2020,4,April,2016-2022
s2719,TV Show,2020-04-01,2015,TV-14,6,2020-04,2020,4,April,2016-2022
s2728,TV Show,2020-04-01,2020,TV-MA,1,2020-04,2020,4,April,2016-2022
s2737,TV Show,2020-04-01,2020,TV-MA,3,2020-04,2020,4,April,2016-2022
s2740,TV Show,2020-04-01,2019,TV-Y7,3,2020-04,2020,4,April,2016-2022
s2741,TV Show,2020-04-01,1986,TV-14,6,2020-04,2020,4,April,2016-2022
s2743,TV Show,2020-04-01,2020,TV-MA,2,2020-04,2020,4,April,2016-2022
s2744,TV Show,2020-04-01,2020,TV-MA,1,2020-04,2020,4,April,2016-2022
s2747,TV Show,2020-04-01,2020,TV-MA,3,2020-04,2020,4,April,2016-2022
s2749,TV Show,2020-04-01,2020,TV-14,2,2020-04,2020,4,April,2016-2022
s2752,TV Show,2020-03-31,2019,TV-G,1,2020-03,2020,3,March,2016-2022
s2753,TV Show,2020-03-31,2019,TV-Y7,1,2020-03,2020,3,March,2016-2022
s2760,TV Show,2020-03-31,2019,TV-Y,1,2020-03,2020,3,March,2016-2022
s2762,TV Show,2020-03-29,2020,TV-MA,1,2020-03,2020,3,March,2016-2022
s2765,TV Show,2020-03-27,2019,TV-MA,2,2020-03,2020,3,March,2016-2022
s2766,TV Show,2020-03-27,2019,TV-MA,1,2020-03,2020,3,March,2016-2022
s2768,TV Show,2020-03-27,2020,TV-MA,3,2020-03,2020,3,March,2016-2022
s2773,TV Show,2020-03-27,2020,TV-MA,1,2020-03,2020,3,March,2016-2022
s2775,TV Show,2020-03-26,2020,TV-MA,2,2020-03,2020,3,March,2016-2022
s2778,TV Show,2020-03-26,2020,TV-MA,1,2020-03,2020,3,March,2016-2022
s2784,TV Show,2020-03-23,2020,TV-MA,1,2020-03,2020,3,March,2016-2022
s2785,TV Show,2020-03-22,2020,TV-14,1,2020-03,2020,3,March,2016-2022
s2786,TV Show,2020-03-21,2020,TV-Y,2,2020-03,2020,3,March,2016-2022
s2788,TV Show,2020-03-20,2020,TV-Y7,2,2020-03,2020,3,March,2016-2022
s2789,TV Show,2020-03-20,2020,TV-Y7,2,2020-03,2020,3,March,2016-2022
s2791,TV Show,2020-03-20,2020,TV-PG,4,2020-03,2020,3,March,2016-2022
s2792,TV Show,2020-03-20,2020,TV-MA,1,2020-03,2020,3,March,2016-2022
s2793,TV Show,2020-03-20,2020,TV-MA,1,2020-03,2020,3,March,2016-2022
s2794,TV Show,2020-03-20,2020,TV-14,1,2020-03,2020,3,March,2016-2022
